source_node,destination_node
1462745,48392
311463,20631
510694,1153490
239861,1651804
1759341,313564
604929,1696126
659175,660312
643006,1702883
393332,286439
951669,1543625
682180,257004
1136580,1579827
235922,986797
1856571,1330585
419832,824827
434155,1851711
324272,942622
1461236,1171945
352192,558119
439901,1835682
595111,1109817
1125089,1683233
1283052,1291391
38922,679528
386349,1588855
851906,402612
530843,1236575
629967,967653
755936,525855
512041,1518406
919976,245118
971605,467008
5722,882860
1501771,1292082
972630,1349274
1266334,1745350
1504699,562634
766764,603009
1447480,1797857
1543221,943558
649861,1255565
963475,690558
575979,1448432
848346,1124740
757654,363008
1845467,1267703
359130,1313629
1493059,1740318
1398939,1597693
388064,1574246
1319250,1661601
626531,601995
1083964,843947
875314,1249174
370082,745001
924882,885000
827143,267441
365699,957492
102601,698823
180713,74670
1370549,395146
249533,882268
368063,719267
1573945,422306
1203728,1249511
1281960,44985
1611807,636206
847374,271599
1242040,1334658
720005,1642566
1495885,1306840
1400265,340922
191922,1409991
1163944,844772
340745,1263730
1155143,1157633
491143,1243575
1260009,1174206
238929,1841784
726026,928279
846470,173968
1456394,1125213
1283971,1679473
1620641,41830
1747134,1628185
1557245,207009
493899,22112
881782,1080685
1454114,1559417
820214,379024
1323694,1169387
176682,1225043
1538845,342271
1626767,1847595
1712899,341096
1346360,1384291
641681,1091930
769264,1266215
375206,1074144
236826,1214297
451351,1553632
1259046,778223
1472856,1412535
953145,13446
1626326,624802
56785,774523
1374680,944108
325800,1789669
1618064,1807288
1517060,1838544
667182,1211813
201148,61689
1124330,1494373
1523092,1479866
1118240,407298
231569,292173
1053406,1481861
362970,1162862
1204538,1540739
519764,590904
910415,1188280
253234,1024388
1548684,254461
1711900,291177
1672185,473191
20562,1666000
615534,1508660
1554619,1037803
1220972,490064
79259,1686011
738769,1143855
1499626,937122
1229634,296302
632394,154098
955760,1779299
1589983,1549234
1663215,1299487
763665,675183
1373429,32385
1422421,736054
1814643,1844923
209108,813334
921563,443815
1417769,497885
60659,1219566
1674234,1209501
1424870,1712364
807151,1567409
1226728,1579600
786028,1165967
1836013,521016
547781,455392
469668,1090630
1295721,1795587
867039,671217
1759444,808785
1442012,504654
424219,1475091
457281,1382795
183213,1523131
946777,1383055
1663409,271471
18404,1310118
8433,1010602
1368017,993273
1139765,788158
210953,1128381
1364731,903423
1646476,607138
1449722,1573784
1164265,1110020
309124,1580494
1391443,1245931
1470784,1091825
33270,1548470
1389987,1544498
39753,969238
525753,565738
536270,683008
878693,1347395
469405,406255
1229804,269733
311673,735786
621997,1788477
1443794,878580
11080,1484358
1644320,1300203
1490731,1461820
1766147,446113
1301255,411285
1465161,1826126
1235816,540462
219907,487821
204392,1004990
746755,691482
936313,690822
781449,623053
456722,1655885
612838,173684
498603,1184210
128334,1250815
747030,734850
1139708,1558225
1617472,1196049
1496728,84657
370862,1268216
74808,866862
612612,1198569
767104,1657671
233633,1495283
1322800,1698914
1816807,1348794
179800,865670
1619400,1116016
1710939,205892
475053,287381
1082147,115607
222008,1363144
903314,953886
984405,1780194
1472802,1558999
791147,1580291
1266548,885602
83003,1840373
1016828,885192
1401303,1837413
778991,1500874
207869,1821820
509973,1772547
1327809,766735
1551297,1451863
1560100,548833
516110,1719994
921494,1319338
1678756,1833016
1775863,1389379
1296536,493340
1576588,178915
537215,676980
242514,129594
257189,1274981
227343,1698256
975399,1570140
666481,1765604
829171,1475279
846460,7380
1380779,1198900
1095454,11607
1381774,1539917
1249175,1199263
225788,1494786
1041191,1725268
1384397,1813837
596697,507923
997441,335732
927881,1103342
219467,152455
1076793,141053
1630530,1173341
391596,487695
797151,1492761
1756386,594395
1534375,1367200
1035581,982452
1677080,1194459
1151600,215689
1399655,1613692
1837474,1316626
989338,499513
248615,1259680
1558234,1595540
1523656,249051
850246,1051935
1233995,1004392
569989,790159
745467,1229859
510334,1538662
702116,1325187
1661691,912655
35898,1708749
1540530,170783
1849893,1076333
1684275,871316
859409,1301110
121470,1765137
1703957,1816054
415708,1558272
1107691,684967
19965,1255873
85244,698697
53981,786177
1497284,67544
455670,719497
638052,1578442
848401,305511
303440,1050149
599733,1440002
1274131,957756
836814,1126998
1295343,420482
1131992,1211203
483936,1425910
1716780,1701210
1573409,1168488
1390525,1778399
453071,164419
824997,1249078
1387374,1020931
1447003,1425977
1617987,1045508
1091770,465035
704947,95683
1211263,529883
1596787,1485945
156909,189343
1772270,1775432
619662,146563
1632570,920739
1594937,98815
1636530,526681
1536558,1838075
1578666,215831
1713712,429485
1759198,1561187
1058561,1284136
717690,742568
524241,719384
1589109,1568618
1318148,596175
1037518,657960
503612,1047949
1709874,390856
645727,608232
952510,473182
1003309,1206519
554585,1059392
555459,378784
1736668,100510
836264,249221
1763764,522571
1213928,262148
429141,809291
897911,1447804
255109,488369
247226,803379
1355003,115447
248416,266858
1552343,17993
1152004,871702
754474,1318246
589435,905199
689078,1290710
1159716,1005648
723465,1064461
1242083,629397
727402,114057
337019,13126
1368188,1302528
1847775,937190
1660291,1074837
1012457,575548
1127475,1439743
1580161,1565456
1421419,1728375
895904,1216799
1460423,1449398
234152,1812637
274890,954957
1292922,360590
1677862,1081385
97842,1364871
1520927,1588845
165114,202480
1106590,97048
337840,1336832
1463684,1241211
614160,830352
589779,1628838
1092854,1028578
1353380,846165
682425,1017706
244886,284558
369362,1367200
1030797,1632426
1220198,956549
178921,792000
52827,1371345
1802584,451898
985668,119545
1072928,565033
1191541,476360
348528,827762
1485003,1535428
447511,1792622
1552424,643421
1407392,1600251
788447,334174
724199,1692464
1415264,1672677
1609453,1457166
169270,691481
791453,932075
1830392,1636005
914899,957306
1435063,1140819
475929,1418496
841365,667097
1029894,783892
230333,1618080
1249923,1615819
492838,1659531
1439708,688161
1798317,535530
1574268,295114
1620221,1727979
325187,1308989
655173,1722570
130048,1216358
1118365,1390118
1069801,656517
1072152,873206
472252,393349
1545360,1618108
1631965,1056059
1457548,1501429
1101920,734038
1620720,313215
94533,1150809
990250,323564
1258411,1108932
971775,889462
638323,324387
278015,1632685
60299,450183
442882,481460
949895,556874
1745615,1853154
77695,826776
1371517,1654902
575672,1642561
618985,228749
303068,677220
129133,177276
1421945,275266
1148006,951195
854968,411082
1567577,691511
369187,643621
1521489,222091
851235,156774
1271814,1595347
1649407,412513
1398697,1191617
1423184,1219355
308344,1465030
1838673,1728142
1084611,1745201
314300,667883
1736301,1124078
312798,1181896
1524217,1602787
247605,1008617
1267287,1103927
1812839,1550200
588579,883469
624523,470436
434668,220502
186249,864581
63206,41086
1423587,577214
131571,685349
1045110,1838195
633353,750385
1610501,1769192
645437,1131158
35496,1210147
1508921,184721
870888,1556722
504787,602684
1776633,382534
555060,1250480
267159,1586372
1683628,666206
347467,111490
1087336,1270937
1438417,1133032
401960,1292294
1244453,1548927
1308663,1543165
800361,1791812
826876,923830
797808,135104
538286,1316118
18819,1186678
1779958,23631
1122302,693667
405765,937228
1627823,735133
1211394,781859
248983,888262
685014,150611
713959,749100
191157,1265908
1307858,187693
66912,1485380
540021,431792
1267144,933583
981479,831766
1787672,478672
235992,780990
1767290,559028
122156,1588665
550677,345675
1499868,285124
699949,1708114
1235353,877709
393097,1042735
252496,1534498
780466,905199
1111441,1071073
1536974,617205
144798,349605
198043,800221
1735009,1304233
990767,1217803
1547846,641911
1835728,634119
1133440,930442
639398,1354460
115710,1452066
1237508,562025
367583,1838346
1734414,950016
1383539,1552341
943120,5925
678472,375061
1624506,950350
1725514,795131
1412996,1485022
894396,1248483
313862,1827013
1328751,1798701
814419,1234178
1131656,1712678
1331432,496221
580750,1635541
921535,1789110
1358857,284532
864847,1261885
1859861,1214749
699564,303966
1492294,363666
959182,274583
582593,138388
1658055,134295
424616,811266
1537877,1674544
579097,1544780
291848,863441
657663,1740668
1464913,481836
1012335,443610
518669,416101
257215,1054181
1515028,516194
1749903,1508868
1586581,842176
506583,1168503
1699388,655625
905865,1289131
374593,54020
1380916,501118
1633176,759135
1542322,1592033
524890,1805243
1102644,830347
68315,225007
679802,758069
1172686,1428608
1627998,1587074
53214,392065
627869,1845417
979933,108043
1262369,639152
1242628,211828
187969,404647
1248534,1600599
651568,1419266
516056,69803
1747009,1646160
472221,452229
1577149,1513340
1798301,883038
617346,604031
487822,150746
923519,320627
488925,1460814
1732717,1504334
849385,1257076
770326,1781698
643959,54803
857646,1226062
329067,40805
1702198,415778
32077,40442
1030420,748910
367369,1348755
885660,1419962
1840384,1274432
1462582,271610
498296,634012
411111,1451525
560700,134882
36465,1402077
1572785,1617757
1324917,992374
828350,1605856
965290,1204835
190097,1521937
1495109,1374998
717360,259750
1513991,672326
423589,619372
412810,1456253
399938,1444148
861071,413363
1276481,1579326
1418529,676024
1059612,597246
1640070,1810024
1264714,722865
1276495,156685
670546,1727327
420457,1599065
1646068,217910
325733,324908
1662916,846806
365834,281945
517094,687380
1691338,1015090
1640279,1422340
1465168,1239600
1130971,1404727
194983,181159
1459578,1743359
785950,438070
695240,655514
475185,106167
652216,560657
1375388,1083388
1769399,1767433
181563,1432248
62319,1795420
390267,249587
651704,1843661
331914,741088
957207,273540
320346,1751365
883571,692061
1050783,1519494
815096,1427857
1192756,1333773
518890,528359
369102,730077
474446,1347494
1108473,137239
672394,878841
725646,916914
1716684,296414
369112,1481499
639429,1284983
1088526,653975
1183759,36609
1457782,743573
577278,444942
317887,266439
1107630,1614505
1364322,363240
85996,178256
966771,594127
1045254,315655
1707430,224526
1821477,1828331
1092049,580031
1476807,882408
1440099,103318
433568,1250514
1395076,498133
1161739,339927
1491582,87851
780086,852671
1183119,270376
1538084,41118
1566521,1466135
889158,1595362
752431,1824077
499764,797745
974224,1567459
120919,798848
1102705,262260
1555513,1852153
337818,1601090
162088,744046
124684,1572749
190914,1514573
493015,183702
1818685,1643161
1105333,1667763
1253039,167446
141141,953706
1281132,641196
55118,1072210
336158,875777
1058174,1786487
775061,1712102
755950,1628864
1356136,1335817
1231749,785039
1746238,366666
1733024,677300
1484099,390746
1227122,1165563
1688121,1629305
1630752,674751
757970,278781
806988,1285454
826644,637332
794309,1741795
586108,1733937
277787,1680324
322091,999198
1698298,1119313
1564749,1790730
66151,898028
1818394,1852674
1065565,1453123
375163,1106539
899578,1531938
416574,1160351
1594972,1196856
591587,857630
223178,1521703
407285,1532904
1476978,1021646
1616722,520726
1008073,966343
454648,633097
1526732,1550748
207161,586296
1020217,739786
1743100,177778
1127982,320503
62354,1217492
620526,1798187
1190539,51769
49791,1400164
9040,1280157
1204181,276387
1287584,210316
123124,771398
300312,1181216
1062876,39701
1709620,29699
1712960,201684
1353340,944800
226823,1282898
573171,770159
1847519,413502
1736669,592330
1091846,1712957
1095936,1064956
1266896,1169710
1327474,1841984
224936,307589
343317,193268
1040251,509236
1014384,64670
1396746,1611276
1379051,1043448
738004,37959
65127,1820198
975432,1437973
288442,614289
586288,1448118
1773454,657629
1397956,547691
98443,842928
1179114,735351
1801403,1609528
214392,1640922
1207787,1760254
1265682,1343940
1691675,1846882
263723,1404938
1025662,130904
1043311,944751
1376118,774571
956266,1565184
981131,413345
865175,1228937
937059,448638
1786146,1734755
199846,931288
328567,13386
984344,708551
653610,1381107
1824714,1235296
866509,1240040
299538,1390609
1429781,1424859
1334514,1797432
1071583,1176586
1461178,1508660
813238,1409260
1237573,836780
500181,563180
1595517,926687
741161,10622
1225929,1293392
1185396,496147
1629390,1308620
602484,279580
1551379,10877
484094,1355506
606087,1431169
609425,633353
968180,1214419
925784,1701237
683486,293157
1524829,614181
1528025,1594889
26151,177323
868707,276299
1240061,1050017
1617311,898248
552369,115990
155542,1805217
1666619,1703910
661860,1858253
193079,1779191
216378,835229
564012,182008
1421521,228307
1803237,1150829
51940,1139527
1836931,162381
600543,1080422
1423059,415826
1655242,594705
418967,569283
1788151,117076
1627013,43499
701919,1162731
1816171,565404
567783,1142155
930594,1617792
294315,1798597
594573,232338
459541,145691
735191,940927
118029,1048397
1513060,1428391
668831,847659
308507,254469
1563892,1551172
470243,110894
535533,1078992
1494146,1249061
1291554,1289639
1459578,1850284
1839297,1049915
1407488,847741
463612,1751495
1704428,1466756
1236048,1824969
1173051,1168162
1189815,406969
16848,1609530
1480114,1133299
832076,516340
821557,616275
22358,569036
280577,447534
930324,1073409
216026,1335433
981237,933379
267118,962407
976080,11125
1338924,1613867
602671,1424253
900592,633509
1649884,1539043
72089,1594429
668662,1789090
1210564,73191
947859,1008900
1465369,114982
1080127,431213
128379,1288409
1698177,1123377
1689613,1033047
1829674,1436666
1460493,1786325
1782846,488430
1445932,1346873
218600,1340291
643468,336407
1475663,80007
1700599,951101
1345893,474731
945921,1234324
745598,1639216
1746482,1111021
1235812,861639
386455,1029921
1597,915619
1696809,1569334
1437142,255722
737885,1733373
1072333,1007888
1571481,1138613
1801688,1160977
1342247,616738
839499,933043
839241,1527635
1778875,1737602
1454030,1830974
582772,1551577
1275496,738084
1115501,321290
95995,515124
1046202,1622573
1454829,1515385
1402789,804319
1763187,1544695
1014526,10375
1291143,842327
768749,1472768
909706,1421689
1444022,1788896
934829,1449827
1266236,212852
612229,995611
1621609,1837570
1045477,778832
784053,1476555
1854911,1646321
1540242,738982
125763,1055130
691327,1247694
960324,1815424
75054,1469004
1351790,408698
267100,1066109
795112,55169
541693,1360485
578275,569922
219048,1697220
1051720,78448
383820,427714
1485044,858221
135877,1491340
771880,534436
717429,1781295
1215027,1495987
875530,1236274
1730503,36580
981893,503810
165020,1311043
1430450,870606
972073,1650962
1185664,1628476
40447,1247762
674754,90578
777465,1439604
969175,1778750
570999,1679498
1675209,733716
1201355,1736621
1107816,905199
491521,1644862
71883,1653740
991864,1834476
549485,320802
1593730,1806346
1628449,1167031
1601144,864635
1383029,348530
1289653,1183065
295021,526857
841761,677963
239586,215326
1786394,837149
1195038,73807
1157604,813882
1738023,333023
1846594,759783
540505,770450
628053,673523
1026464,191855
651469,318814
382833,888438
1727711,1422343
718096,1400254
1242327,1246861
542491,1575281
514640,1610806
966554,893006
502260,1811289
1033241,1263869
1735065,966195
1744280,532893
455109,749550
436784,986820
1748661,933698
1848775,561684
189220,1214881
1566494,1226597
1175160,1859216
102352,371222
14508,15714
37115,815423
1626453,52959
1516075,1696767
186746,227182
1393581,228749
1824152,946970
1177095,888163
266663,766364
1418089,642080
1158580,740674
1800854,587082
1434695,1536471
396899,1507093
741128,279878
1805217,1134255
1026930,1811376
1193518,382299
850200,42713
889814,1861236
1761169,454911
1704864,1012564
37745,406859
1335167,481436
390925,1266776
208860,1733238
1409571,941905
1130724,1684075
449494,1236767
420967,316239
137351,1340461
950907,1232891
642616,1670592
552285,1088556
196378,1382031
1832548,1444560
266989,536294
1144968,221013
721559,987430
153503,1707270
836552,302014
366988,1200187
290472,431395
1209070,1177671
988539,1777151
66240,504548
530809,1210999
1246182,677930
1127887,1526053
195329,642447
1792423,1854491
855018,618663
833717,1254902
1023431,159245
599883,108559
925480,1575337
1476227,1779476
1481424,1580497
1495624,1294553
1596007,1078210
1689346,1839096
110334,1183134
23243,149109
902444,454539
491239,249902
232565,542705
1102205,625635
936976,150238
1475994,771126
1741758,762525
1450272,317612
1204667,992288
1412187,894117
1653530,1001366
27181,967263
1829416,877012
1315305,1788477
923292,1176080
1532240,559234
1861160,246242
1396431,1255926
1651014,1076092
1197530,740814
1178601,1379393
120502,1710552
1548655,1323563
1291769,59760
1299691,692348
1819127,1618
1520770,867355
679810,441010
2314,1681283
1759821,303037
1551221,1333032
682261,879168
1620801,1303828
140369,1276603
541634,166164
762779,1095948
61677,307910
1663317,820525
1110381,1250194
1737792,1657178
821677,829893
1301564,200134
1816089,1434721
193224,1140800
799209,1152583
292918,1430910
1099230,240568
1440545,940867
227476,610809
1653566,1630571
1813306,968820
1730207,5596
1051577,222586
256880,90975
238479,764462
639225,225787
755792,359030
1554626,608686
668100,1545399
374214,1741361
1018859,458327
